15,2,2,0,"WIF7","GBL","num","ZH013",,0,2.00000,,"FWPF",,"20180315","20180706",0.00680,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,
473,4,4,4,"I3","GBL","pnum","TI119",,111,4.00000,,,,"20180315","20180706",0.01360,"Gruppen 1/2",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
473,4,4,0,"WIF7","GBL","pnum","TI119",,0,4.00000,,"FWPF",,"20180315","20180706",0.01360,"Gruppen 1/2",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,,0,0,,,,,400000,4.00000,,,,,
16,4,4,4,"I3","GBL","pnum","TI119",,37,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 3/4",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
22,4,4,4,"WIF4","UHR","iti","HS013",,80,4.00000,,,,"20180315","20180706",0.00680,,,"HS013",,,,"aBn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,
599,4,4,4,"I4","SBT","palgo","IF016",,50,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe I1",,"ZH018","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,200000,2.00000,,,,,
19,4,4,4,"I4","FRA","palgo","IF016",,50,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe I2",,"ZH018","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,200000,2.00000,,,,,
93,4,4,4,"I4","MCK","rea","HS013",,68,4.00000,,,,"20180315","20180706",0.01360,,,"ZH018",,0,16777215,"aBfn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,
93,4,4,0,"AIF4","MCK","reaa","HS013",,0,4.00000,,,,"20180315","20180706",0.01360,,,"ZH018",,0,16777215,"aBfn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,
534,4,4,4,"I4","MCK","prea","IF018",,50,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 1/2",,"ZH018",,,,"aBn",,,,,,4,,,,0,0,,0,0,,400000,4.00000,,,,,
114,4,4,4,"I4","FRA","prea","IF018",,50,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe 3 (gKW)",,"ZH018","14",0,16777215,"aBfn",,,,,,4,,,,0,0,,0,0,,200000,2.00000,,,,,
25,2,2,2,"I4","MSR","bsys","ZH018",,50,2.00000,,,,"20180315","20180706",0.00340,,,"ZH018",,0,16777215,"aBfn",,,,1,1,,,,"3",0,0,,,,,200000,2.00000,,,,,
26,4,4,4,"I4","LET","pbsys","IF010",,50,4.00000,,,,"20180315","20180706",0.00680,"Gruppen I1/I2",,"ZH018","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,400000,4.00000,,,,,
27,4,4,4,"I4","LET","pbsys","IF010",,50,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe I3 (gKW)",,"ZH018","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,200000,2.00000,,,,,
28,2,2,2,"I4","JGN","dkom","HS013",,50,2.00000,,,,"20180315","20180706",0.00340,,,"ZH018",,0,16777215,"aBfn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,,
455,4,4,4,"I4","JGN","pdkom","IF008",,50,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe I3",,"ZH018","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,200000,2.00000,,,,,
29,4,4,4,"I4","LET","pdkom","IF008",,50,4.00000,,,,"20180315","20180706",0.00680,"Gruppen I1/I2",,"ZH018","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,400000,4.00000,,,,,
612,2,2,2,"I4","HMN","stat","HS013",,130,2.00000,,,,"20180315","20180706",0.00680,,,"ZH018",,0,16777215,"Bfn",,,,1,1,,,,"3",0,0,,,,,200000,2.00000,,,,,
612,2,2,0,"WIF4","HMN","statw","HS013",,0,2.00000,,,,"20180315","20180706",0.00680,,,"ZH018",,0,16777215,"Bfn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,,
1,2,2,2,"I4","HMN","stat","HS013",,130,1.00000,"2",,,"20180315","20180706",0.00340,"gKW",,"ZH018","14",0,16777215,"aBfn",,,,1,1,,,,"3",0,0,,,,,100000,1.00000,,,,,
1,2,2,0,"WIF4","HMN","statw","HS013",,0,1.00000,"2",,,"20180315","20180706",0.00340,"gKW",,"ZH018","14",0,16777215,"aBfn",,,,1,1,,,,,0,0,,,,,100000,1.00000,,,,,
525,4,4,4,"AIF4","FRA","prea","IF018",,0,2.00000,"1",,,"20180315","20180706",0.00340,"uKW",,"ZH018",,0,16777215,"aBfn",,,,,,4,,,,0,0,,0,0,,200000,2.00000,,,,,
18,2,2,2,"I4","SBT","algo","HS013",,148,2.00000,,,,"20180315","20180706",0.01020,,,"ZH018",,0,16777215,"aBfn",,,,1,1,,,,"3",0,0,,,,,200000,2.00000,,,,,
18,2,2,0,"AIF4","SBT","algoa","HS013",,0,2.00000,,,,"20180315","20180706",0.01020,,,"ZH018",,0,16777215,"aBfn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,,
18,2,2,0,"WIF4","SBT","algow","HS013",,0,2.00000,,,,"20180315","20180706",0.01020,,,"ZH018",,0,16777215,"aBfn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,,
632,4,4,4,"WIF4","FRA","palgo","IF016",,80,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe W3",,"HS013","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,200000,2.00000,,,,,
20,4,4,4,"WIF4","FRA","palgo","IF016",,80,4.00000,,,,"20180315","20180706",0.00680,"Gruppen W1/W2",,"HS013","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,400000,4.00000,,,,,
23,2,2,2,"AIF4","NAZ","mbe2","ZH003",,18,2.00000,,,,"20180315","20180706",0.00340,,,"ZH003",,,,"aBn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,,
24,4,4,4,"AIF4","NAZ","pmbe","TI125",,18,2.00000,"1",,,"20180315","20180706",0.00340,"uKW",,"ZH003",,,,"aBn",,,,,,4,,,,0,0,,0,0,,200000,2.00000,,,,,
32,4,4,4,"AIF2","koller","mat2a","A0.02",,25,4.00000,,,,"20180315","20180706",0.00680,,,"HS013",,,,"aBn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,
33,2,2,2,"AIF2","koller","ümat","HS007",,25,2.00000,,,,"20180315","20180706",0.00340,"Gruppe M3",,"HS013",,,,"aBn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,,
72,2,2,2,"I2","KHA","swe1","SC001",,130,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,0,16777215,"aBfn",,,,1,1,,,,,130,0,,,,,200000,2.00000,,,,,
72,2,2,0,"AIF2","KHA","swe1a","SC001",,0,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,0,16777215,"aBfn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,,
72,2,2,0,"WIF2","KHA","swe1w","SC001",,0,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,0,16777215,"aBfn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,,
34,4,4,4,"I2","SBT","gti","ZH013",,56,4.00000,,,,"20180315","20180706",0.00680,,,"ZH013",,0,16777215,"aBfn",,,,2,2,,,,"3",0,56,,,,,400000,4.00000,,,,,
508,4,4,4,"I2","HAU","pgti","IF016",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen I1/I2",,"ZH013","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,400000,4.00000,,,,,
40,2,2,2,"I1","HAU","gdi","SC001",,259,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,,,"aBn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,
40,2,2,0,"WIF1","HAU","gdiw","SC001",,0,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,,,"aBn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,
40,2,2,0,"AIF1","HAU","gdia","SC001",,0,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,,,"aBn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,
475,4,4,4,"AIF1","KHA","ügif","TI107",,35,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe A2",,"ZH005","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
588,4,4,4,"AIF1","HAU","ügif","TI107",,35,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe A1",,"ZH005","14",0,16777215,"Bfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
477,4,4,4,"I1","HAU","ügif","TI107",,90,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe I1",,"IF016a","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
471,4,4,4,"I1","KHA","gif","ZH013",,90,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe I2",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
42,6,6,6,"I1","GBL","mat1","ZH013",,90,6.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,0,16777215,"aBfn",,,,1,1,,,,"3",0,0,,,,,600000,6.00000,,,,,
41,2,2,2,"I1","Welter","dig","ZH013",,110,2.00000,,,,"20180315","20180706",0.00680,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
41,2,2,0,"AIF3","Welter","diga","ZH013",,0,2.00000,,,,"20180315","20180706",0.00680,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,
43,6,6,6,"WIF1","HMN","mat1w","HS013",,134,6.00000,,,,"20180315","20180706",0.01020,,,"HS013",,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,600000,6.00000,,,,,
44,4,4,4,"I1","MCK","prg1","ZH013",,125,4.00000,,,,"20180315","20180706",0.01360,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
44,4,4,0,"AIF1","MCK","prga","ZH013",,0,4.00000,,,,"20180315","20180706",0.01360,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,,0,0,,,,,400000,4.00000,,,,,
45,4,4,4,"WIF1","NAZ","prg1w","HS013",,134,4.00000,,,,"20180315","20180706",0.00680,,,"HS013",,,,"aBn",,,,,,,,,,0,0,,,,,400000,4.00000,,,,,
46,4,4,4,"WIF1","LET","pprg","IF016",,134,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 1/2",,"HS013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
47,4,4,4,"WIF1","LET","pprg","IF016",,134,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe 5 (gKW)",,"HS013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
48,4,4,4,"WIF1","LET","pprg","IF016",,134,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 3/4",,"HS013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
49,4,4,4,"AIF1","MCK","pprg","IF016",,35,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe 3 (gKW)",,"ZH005","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
394,4,4,4,"I1","HMN","pprg","IF016",,90,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 1/2",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
341,4,4,4,"I1","MCK","pprg","IF016",,90,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe 3",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
52,4,4,4,"I1","UHR","pprg","IF016",,90,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe 4",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
69,4,4,4,"AIF2","schneider","eme","A0.02",,25,4.00000,,,,"20180315","20180706",0.00680,,,"HS013",,,,"aBn",,,,1,1,,,,,0,0,,,,,400000,4.00000,,,,,
70,4,4,4,"AIF2","Mareczek","peme","LS103",,25,4.00000,,,,"20180315","20180706",0.00680,"Gruppe EM7/EM8",,"ZH005","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,400000,4.00000,,,,,
36,4,4,4,"I2","SBT","pgti","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe I3",,"ZH013","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,200000,2.00000,,,,,
59,4,4,4,"WIF2","HMN","mat2w","SC001",,0,4.00000,,,,"20180315","20180706",0.00680,,,"HS013",,0,16777215,"aBfn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,
533,4,4,4,"I2","GBL","mat2","HS013",,75,4.00000,,,,"20180315","20180706",0.00680,,,"ZH013",,,,"aBn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,
449,4,4,4,"I2","HMN","pmat","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe I3",,"ZH013","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,200000,2.00000,,,,,
60,4,4,4,"I2","SGM","pmat","IF016",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen I1/I2",,"ZH013","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,400000,4.00000,,,,,
615,4,4,4,"IDS","GBL","mat2",,,0,4.00000,,,,"20180315","20180706",0.00680,,,,,,,"aBn",,,,1,1,,,,,0,0,,,,,400000,4.00000,,,,,
61,4,4,4,"WIF2","GBL","pmat","IF016",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen W2/W3",,"HS013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
68,4,4,4,"WIF2","GBL","pmat","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe W1",,"HS013","14",0,16777215,"aBfn",,,,,,4,,,"3",0,0,,0,0,,200000,2.00000,,,,,
190,4,4,4,"WIF2","FSR","fui","HS013",,75,4.00000,,,,"20180315","20180706",0.00680,,,"HS013",,,,"aBn",,,,,,4,,,,0,0,,0,0,,400000,4.00000,,,,,
603,4,4,4,"WIF2","SEE","prg2","ZH013",,0,4.00000,,,,"20180315","20180706",0.00680,,,"HS013",,0,16777215,"aBfn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,
63,4,4,4,"I2","SMR","prg2","SC001",,100,4.00000,,,,"20180315","20180706",0.01360,,,"ZH013",,0,16777215,"aBfn",,,,2,2,,,,"3",0,0,,,,,400000,4.00000,,,,,
63,4,4,0,"AIF2","SMR","prg2a","SC001",,0,4.00000,,,,"20180315","20180706",0.01360,,,"ZH013",,0,16777215,"aBfn",,,,2,2,,,,,0,0,,,,,400000,4.00000,,,,,
537,4,4,4,"I2","SMR","pprg","IF016",,75,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe I2",,"IF016","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,200000,2.00000,,,,,
510,4,4,4,"I2","FRA","pprg","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe I1",,"IF016","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,200000,2.00000,,,,,
532,4,4,4,"I2","LET","pprg","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe I3",,"IF016","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,200000,2.00000,,,,,
56,4,4,4,"WIF2","LET","pprg","IF016",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen W1/W2",,"HS013","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,400000,4.00000,,,,,
57,4,4,4,"WIF2","LET","pprg","IF016",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppe W3",,"HS013","14",,,"aBn",,,,,,4,,,,0,0,,0,0,,200000,2.00000,,,,,
66,8,8,8,"I2","NOE","praes","TI107",,75,8.00000,,,,"20180315","20180706",0.01360,"Gruppen I1/I2",,,"14",0,16777215,"aBfn",,,,,,8,,,,0,0,,0,0,,800000,8.00000,,,,,
75,2,2,2,"SP BA","GBL","spb",,,0,2.00000,,,,"20180315","20180706",0.00340,,,,,0,16777215,"Bfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
76,2,2,2,"SP BA","SMR","spb",,,0,2.00000,,,,"20180315","20180706",0.00340,,,,,0,16777215,"Bfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
77,2,2,2,"SP BA","SLZ","spb",,,0,2.00000,,,,"20180315","20180706",0.00340,,,,,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
607,4,4,4,"IM1","SBT","sem","TI107",,15,4.00000,,,,"20180315","20180706",0.00680,"Beginn 8.00",,"TI107",,,,"aBn",,,,,,4,,,,0,0,,0,0,,400000,4.00000,,,,,
322,2,2,2,"IM1","SEE","sem","TI107",,15,2.00000,,,,"20180315","20180706",0.00340,,,"TI107",,,,"aBn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,,
80,1,1,1,"SP BA","NAZ","spb",,,0,1.00000,,,,"20180315","20180706",0.00170,,,,,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,100000,1.00000,,,,,
81,1,,1,,"JGN","sp",,,0,1.00000,,,,"20180315","20180706",0.00170,,,,,,,"aBn",,,,,,,,,"3",0,0,,,,,100000,1.00000,,,,,
82,1,1,1,"SP BA","HMN","spb",,,0,1.00000,,,,"20180315","20180706",0.00170,,,,,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,100000,1.00000,,,,,
83,2,2,2,"SP BA","SBT","spb",,,0,2.00000,,,,"20180315","20180706",0.00340,,,,,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
344,2,2,2,"I1","Braatz","eng","TI107",,90,0.00000,,,,"20180315","20180706",0.00000,"Gruppe 2",,"ZH013",,,,"aBn",,,,,,,,,"3",0,0,"0",,,,200000,2.00000,,,,,
84,2,2,2,"I1","Braatz","eng","TI107",,90,0.00000,,,,"20180315","20180706",0.00000,"Gruppe 1",,"ZH013",,,,"aBn",,,,,,,,,"3",0,0,"0",,,,200000,2.00000,,,,,
85,4,4,4,"I3","MSR","swe2","SC001",,112,4.00000,,,,"20180315","20180706",0.01360,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
85,4,4,0,"WIF3","MSR","swe2w","SC001",,0,4.00000,,,,"20180315","20180706",0.01360,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,,0,0,,,,,400000,4.00000,,,,,
86,4,4,4,"I3","MSR","pswe","IF010",,37,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 1/2",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
87,4,4,4,"I3","KHA","pswe","IF010",,37,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppen 3/4",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
88,4,4,4,"WIF3","KHA","pswe","IF010",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 1/2",,"HS013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
89,4,4,4,"WIF3","KHA","pswe","IF010",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 3/4",,"HS013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
410,2,2,2,"I3","SMR","prg3","ZH005",,37,2.00000,,,,"20180315","20180706",0.00340,,,"ZH005",,,,"aBn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,
346,4,4,4,"I3","SMR","pprg","IF019",,37,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe 3 (gKW)",,,"14",0,16777215,"aBfn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,
91,4,4,4,"I3","SMR","pprg","IF019",,37,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 1/2",,,"14",0,16777215,"aBfn",,,,,,,,,,0,0,,,,,400000,4.00000,,,,,
95,2,2,2,"I3","JGN","dbk","SC001",,132,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
95,2,2,0,"WIF3","JGN","dbkw","SC001",,0,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,
95,2,2,0,"AIF3","JGN","dbka","SC001",,0,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,
96,4,4,4,"I3","FRA","pdbk","IF008",,37,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 1/2",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
97,4,4,4,"I3","JGN","pdbk","IF008",,37,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 3/4",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
402,4,4,4,"WIF3","NIA","pdbk","IF008",,75,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppen 1/2",,"HS013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,
398,4,4,4,"WIF3","FRA","pdbk","IF008",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 3/4",,"HS013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,
100,8,8,8,"I5","SBT","prxs","TI109",,40,8.00000,"jan",,,"20180315","20180706",0.01360,"Gruppe 2, 8.12.,15.12",,"TI109",,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,800000,8.00000,,,,,
101,8,8,8,"I5","UHR","prxs","ZH018",,54,8.00000,"jan",,,"20180315","20180706",0.02720,"Gruppe 1, 8.12.,15.12.",,"ZH018",,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,800000,8.00000,,,,,
101,8,8,0,"AIF5","UHR","prxsa","ZH018",,0,8.00000,"jan",,,"20180315","20180706",0.02720,"Gruppe 1, 8.12.,15.12.",,"ZH018",,0,16777215,"aBfn",,,,,,,,,,0,0,,,,,800000,8.00000,,,,,
